GEMS Station Number,Historical GEMS Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
NLD00185,,NL07_AAS00,Netherlands (the),River station,OUDE IJSSEL,,,VECHT,,17,TREND,NaT,European Environment Agency,51.8538,6.4726,,,,,,,,,,,
NLD00184,,NL05_40_220,Netherlands (the),River station,MIDDEN DINKEL,,,VECHT,,30,TREND,NaT,European Environment Agency,52.2849,7.0258,,,,,,,,,,,
NLD00183,,NL05_40_035,Netherlands (the),River station,MIDDEN DINKEL,,,VECHT,,30,TREND,NaT,European Environment Agency,52.3282,7.0332,,,,,,,,,,,
NLD00182,,NL05_40_009,Netherlands (the),River station,GLANERBEEK,,,VECHT,,40,TREND,NaT,European Environment Agency,52.2159,6.9797,,,,,,,,,,,
NLD00181,,NL05_39_002,Netherlands (the),River station,MIDDEN DINKEL,,,VECHT,,33,TREND,NaT,European Environment Agency,52.3514,7.0183,,,,,,,,,,,
NLD00180,,NL05_38_001,Netherlands (the),River station,MIDDEN DINKEL,,,VECHT,,26,TREND,NaT,European Environment Agency,52.3793,6.9699,,,,,,,,,,,
NLD00179,,NL05_36_200,Netherlands (the),River station,GEELEBEEK,,,VECHT,,24,TREND,NaT,European Environment Agency,52.3962,7.0571,,,,,,,,,,,
NLD00178,,NL05_36_004,Netherlands (the),River station,GEELEBEEK,,,VECHT,,20,TREND,NaT,European Environment Agency,52.4159,7.0069,,,,,,,,,,,
NLD00420,,NL60_ORODE800,Netherlands (the),River station,RODE BEEK BRUNSSUM,,,RHINE-MEUSE,,38,TREND,NaT,European Environment Agency,51.0236,5.8758,,,,,,,,,,,
NLD00299,,NL25_910123,Netherlands (the),Lake station,VENNEN GROOTE MEER,,,,,29,TREND,NaT,European Environment Agency,51.4035,4.377,,,,,,,,,,,
NLD00421,,NL60_OSWAL900,Netherlands (the),River station,SWALM,,,RHINE-MEUSE,,19,TREND,NaT,European Environment Agency,51.2476,6.0253,,,,,,,,,,,
NLD00300,,NL27_240014,Netherlands (the),River station,TONGELREEP,,,RHINE-MEUSE,,26,TREND,NaT,European Environment Agency,51.3029,5.4862,,,,,,,,,,,
NLD00422,,NL60_OUFFE050,Netherlands (the),River station,HAELENSE BEEK EN UFFELSEBEEK,,,RHINE-MEUSE,,30,TREND,NaT,European Environment Agency,51.1699,5.77,,,,,,,,,,,
NLD00301,,NL27_240016,Netherlands (the),Lake station,HOOIDONKSCHE BEEK,,,RHINE-MEUSE,,13,TREND,NaT,European Environment Agency,51.4995,5.5128,,,,,,,,,,,
NLD00302,,NL27_240025,Netherlands (the),River station,MIDDEN  EN BENEDEN DOMMEL,,,RHINE-MEUSE,,2,TREND,NaT,European Environment Agency,51.6685,5.3006,,,,,,,,,,,
NLD00423,,NL60_OVLOO600,Netherlands (the),River station,VLOOTBEEK BOVENLOOP,,,RHINE-MEUSE,,26,TREND,NaT,European Environment Agency,51.1221,5.9414,,,,,,,,,,,
NLD00424,,NL89_ANTWKNPD2,Netherlands (the),Lake station,ANTWERPS KANAALPAND,,,,,2,TREND,NaT,European Environment Agency,51.3878,4.2458,,,,,,,,,,,
NLD00303,,NL27_240028,Netherlands (the),Lake station,BEEKSCHE WATERLOOP,,,RHINE-MEUSE,,5,TREND,NaT,European Environment Agency,51.6355,5.3573,,,,,,,,,,,
NLD00425,,NL89_GREVLGMR106,Netherlands (the),Lake station,GREVELINGENMEER,,,,,-9999,TREND,NaT,European Environment Agency,51.7635,3.9716,,,,,,,,,,,
NLD00304,,NL27_240036,Netherlands (the),River station,KEERSOP EN BEEKLOOP,,,RHINE-MEUSE,,23,TREND,NaT,European Environment Agency,51.3633,5.4201,,,,,,,,,,,
NLD00187,,NL07_BAB05,Netherlands (the),River station,BAAKSE BEEK BOVENSTROOMS,,,VECHT,,18,TREND,NaT,European Environment Agency,52.0564,6.4531,,,,,,,,,,,
NLD00305,,NL27_240057,Netherlands (the),River station,GROOTE AA EN BUULDER AA,,,RHINE-MEUSE,,22,TREND,NaT,European Environment Agency,51.3744,5.5806,,,,,,,,,,,
NLD00426,,NL89_VEERSMR01,Netherlands (the),Lake station,VEERSE MEER,,,,,0,TREND,NaT,European Environment Agency,51.551,3.7696,,,,,,,,,,,
NLD00186,,NL07_BAB01,Netherlands (the),River station,BAAKSE BEEK BOVENSTROOMS,,,VECHT,,17,TREND,NaT,European Environment Agency,52.021,6.5111,,,,,,,,,,,
NLD00306,,NL27_240060,Netherlands (the),River station,GENDER,,,RHINE-MEUSE,,22,TREND,NaT,European Environment Agency,51.3966,5.3851,,,,,,,,,,,
NLD00427,,NL93_ENSDVTS,Netherlands (the),Lake station,TWENTHEKANALEN,,,VECHT,,27,TREND,NaT,European Environment Agency,52.237,6.8335,,,,,,,,,,,
NLD00418,,NL60_OGULP105,Netherlands (the),River station,GULP,,,RHINE-MEUSE,,146,TREND,NaT,European Environment Agency,50.7698,5.8628,,,,,,,,,,,
NLD00298,,NL25_830002,Netherlands (the),Lake station,BINNENSCHELDE,,,,,0,TREND,NaT,European Environment Agency,51.4867,4.266,,,,,,,,,,,
NLD00419,,NL60_OPUTB900,Netherlands (the),River station,PUTBEEK EN PEPINUSBEEK,,,RHINE-MEUSE,,27,TREND,NaT,European Environment Agency,51.1134,5.945,,,,,,,,,,,
