GEMS Station Number,Historical GEMS Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
KEN00015,,1EB2,Kenya,River station,Isiukhu,,,NILE,,1483,IMPACT,NaT,,0.25458,34.75048,,,,,,,,,,,
KEN00014,,1DB1,Kenya,River station,Kamukuywa,,,NILE,,1645,IMPACT,NaT,,0.78388,34.80341,,,,,,,,,,,
KEN00013,,1DA2,Kenya,River station,Nzoia at Webuye,,,NILE,,1458,IMPACT,NaT,,0.58412,34.80091,,,,,,,,,,,
KEN00012,,1CC3,Kenya,River station,Olare Onyoike,,,NILE,,2023,IMPACT,NaT,,0.39486,35.19924,,,,,,,,,,,
RWA00025,,Rwama,Rwanda,Lake station,Rwamagana,,,NILE,,1332,IMPACT,NaT,,-2.096062,30.326515,,,,,,,,,,,
RWA00024,,Rul,Rwanda,River station,Rulindo,,,NILE,,1402,IMPACT,NaT,,-1.866393,30.088991,,,,,,,,,,,
RWA00023,,Nyarug3,Rwanda,River station,Nyarugenge3,,,NILE,,1357,IMPACT,NaT,,-1.961777,30.003425,,,,,,,,,,,
RWA00022,,Nyarug2,Rwanda,River station,Nyarugenge2,,,NILE,,1358,IMPACT,NaT,,-1.941533,29.998776,,,,,,,,,,,
RWA00021,,Nyarug1,Rwanda,River station,Nyarugenge1,,,NILE,,1371,IMPACT,NaT,,-1.947465,30.02148,,,,,,,,,,,
NLD00126,,NL90_NEDWT,Netherlands (the),Lake station,NEDWT,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.27284,5.74975,,,,7.76,,,,,,,
NLD00125,,NL89_STEENBGN,Netherlands (the),Lake station,STEENBGN,,,,,,TREND,2009-01-01,,51.6412,4.24228,,,,63.17,,,,,,,
NLD00124,,NL89_SOELKKPDOT,Netherlands (the),Lake station,SOELKKPDOT,,,,,,TREND,2009-01-01,,51.54221,3.73082,,,,41.86,,,,,,,
NLD00130,,NL91_STEVWT,Netherlands (the),River station,STEVWT,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.13211,5.84236,,,,,,,,,,,
NLD00129,,NL91_HEEL,Netherlands (the),River station,HEEL,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.18757,5.92716,,,,,,,,,,,
NLD00128,,NL91_EIJSDPTN,Netherlands (the),River station,EIJSDPTN,,,RHINE-MEUSE,,,TREND,2009-01-01,,50.7795,5.69911,,,,,,,,,,,
NLD00127,,NL91_BELFBVN,Netherlands (the),River station,BELFBVN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.3186,6.11333,,,,,,,,,,,
CZE00069,,CZPVL_2454,Czechia,River station,R DEHTAR NAD,,,ELBE,,418,TREND,NaT,European Environment Agency,48.99269,14.30897,,,,,,,,,,,
CZE00068,,CZPVL_2365,Czechia,River station,HOBSOVICE,,,ELBE,,209,TREND,NaT,European Environment Agency,50.27145,14.16519,,,,,,,,,,,
CZE00067,,CZPVL_2100,Czechia,River station,BLAZEJOVICKY P PR ZELIVKY -BLAZEJOVICE POD,,,ELBE,,431,TREND,NaT,European Environment Agency,49.61406,15.20748,,,,,,,,,,,
CZE00076,,CZPVL_3380,Czechia,River station,RADBUZA-HOLYSOV POD,,,ELBE,,354,TREND,NaT,European Environment Agency,49.60737,13.09773,,,,,,,,,,,
CZE00075,,CZPVL_3312,Czechia,River station,SAZAVA-SAZAVA DOLNI HAMRY,,,ELBE,,511,TREND,NaT,European Environment Agency,49.56084,15.86025,,,,,,,,,,,
CZE00074,,CZPVL_3230,Czechia,River station,PRICHOVICKY POTOK-PRICHOVICE,,,ELBE,,357,TREND,NaT,European Environment Agency,49.56064,13.34043,,,,,,,,,,,
CZE00073,,CZPVL_3228,Czechia,River station,TOCNICKY POTOK-KOKSIN,,,ELBE,,404,TREND,NaT,European Environment Agency,49.46634,13.28767,,,,,,,,,,,
CZE00072,,CZPVL_3227,Czechia,River station,POLENKA-DOLANY,,,ELBE,,381,TREND,NaT,European Environment Agency,49.44403,13.2506,,,,,,,,,,,
CZE00071,,CZPVL_2962,Czechia,River station,SKALICE-BREZNICE POD,,,ELBE,,460,TREND,NaT,European Environment Agency,49.54632,13.97569,,,,,,,,,,,
CZE00070,,CZPVL_2950,Czechia,River station,LOMNICE-MLADY SMOLIVEC,,,ELBE,,507,TREND,NaT,European Environment Agency,49.50138,13.73983,,,,,,,,,,,
NLD00152,,NL02_0099,Netherlands (the),River station,TJONGER MIDDENLOOP,,,,,4,TREND,NaT,European Environment Agency,52.9823,6.1814,,,,,,,,,,,
CZE00058,,CZPLA_42,Czechia,River station,VES U CERNOUS,,,ODER/ODRA,,232,TREND,NaT,European Environment Agency,51.01481,15.0327,,,,,,,,,,,
CZE00057,,CZPLA_41,Czechia,River station,HRADEK NAD NISOU,,,ODER/ODRA,,246,TREND,NaT,European Environment Agency,50.85455,14.82354,,,,,,,,,,,
NLD00151,,NL02_0075,Netherlands (the),Lake station,SNEEKERMEERGEBIED E O,,,,,-2,TREND,NaT,European Environment Agency,53.0341,5.752,,,,,,,,,,,
NLD00150,,NL02_0033,Netherlands (the),Lake station,FRIESE BOEZEM   GROTE DIEPE KANALEN,,,,,0,TREND,NaT,European Environment Agency,53.185,5.9893,,,,,,,,,,,
CZE00066,,CZPVL_1080,Czechia,River station,PLZEN DOUDLEVCE,,,ELBE,,314,TREND,NaT,European Environment Agency,49.7196,13.39252,,,,,,,,,,,
CZE00065,,CZPVL_1072,Czechia,River station,PLZEN ROUDNA,,,ELBE,,306,TREND,NaT,European Environment Agency,49.75059,13.37559,,,,,,,,,,,
CZE00064,,CZPVL_1049,Czechia,River station,VESELI N LUZNICI,,,ELBE,,411,TREND,NaT,European Environment Agency,49.17723,14.69774,,,,,,,,,,,
NLD00157,,NL05_02_039,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,7,TREND,NaT,European Environment Agency,52.3951,6.4706,,,,,,,,,,,
CZE00063,,CZPVL_1048,Czechia,River station,ROUDNE,,,ELBE,,393,TREND,NaT,European Environment Agency,48.93443,14.48968,,,,,,,,,,,
NLD00156,,NL05_02_037,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,5,TREND,NaT,European Environment Agency,52.4353,6.4474,,,,,,,,,,,
CZE00062,,CZPVL_0099,Czechia,Reservoir station,VN SVIHOV HRAZ SMESNY,,,ELBE,,383,TREND,NaT,European Environment Agency,49.7249,15.09061,,,,,,,,,,,
NLD00155,,NL05_01_026,Netherlands (the),River station,MIDDEN REGGE,,,VECHT,,6,TREND,NaT,European Environment Agency,52.4481,6.4393,,,,,,,,,,,
NLD00154,,NL05_01_009,Netherlands (the),River station,BENEDEN REGGE,,,VECHT,,8,TREND,NaT,European Environment Agency,52.5056,6.4042,,,,,,,,,,,
CZE00060,,CZPMO_DPPVA007,Czechia,River station,DACICE,,,DANUBE,,465,TREND,NaT,European Environment Agency,49.0794,15.44066,,,,,,,,,,,
CZE00059,,CZPLA_7,Czechia,River station,HRADEC KRALOVE,,,ELBE,,234,TREND,NaT,European Environment Agency,50.2132,15.82777,,,,,,,,,,,
NLD00153,,NL02_0221,Netherlands (the),Lake station,LAAGVEENPLASSEN FRIESLAND,,,,,-1,TREND,NaT,European Environment Agency,53.0228,5.9164,,,,,,,,,,,
CZE00056,,CZPLA_325,Czechia,River station,NAD SKUHROVEM,,,ELBE,,460,TREND,NaT,European Environment Agency,50.23826,16.31446,,,,,,,,,,,
CZE00091,,CZPVL_9614,Czechia,River station,VLASENICKY DVUR,,,ELBE,,528,TREND,NaT,European Environment Agency,49.4244,15.16355,,,,,,,,,,,
CZE00090,,CZPVL_9603,Czechia,River station,KRUSICANY POD,,,ELBE,,283,TREND,NaT,European Environment Agency,49.80616,14.60164,,,,,,,,,,,
CZE00089,,CZPVL_9434,Czechia,River station,HRADISTE POD,,,ELBE,,463,TREND,NaT,European Environment Agency,49.43602,13.7927,,,,,,,,,,,
CZE00088,,CZPVL_9432,Czechia,River station,MYSLIN,,,ELBE,,454,TREND,NaT,European Environment Agency,49.53841,14.02603,,,,,,,,,,,
CZE00087,,CZPVL_9431,Czechia,River station,LUCKOVICE POD,,,ELBE,,417,TREND,NaT,European Environment Agency,49.43876,14.00818,,,,,,,,,,,
CZE00080,,CZPVL_4600,Czechia,River station,BRTNA ZELIV,,,ELBE,,420,TREND,NaT,European Environment Agency,49.52749,15.21576,,,,,,,,,,,
CZE00079,,CZPVL_4200,Czechia,River station,PORICI,,,ELBE,,401,TREND,NaT,European Environment Agency,49.53676,15.19972,,,,,,,,,,,
CZE00078,,CZPVL_4005,Czechia,River station,TOPELEC,,,ELBE,,370,TREND,NaT,European Environment Agency,49.35052,14.14456,,,,,,,,,,,
CZE00077,,CZPVL_4004,Czechia,River station,BECHYNE,,,ELBE,,389,TREND,NaT,European Environment Agency,49.28842,14.47062,,,,,,,,,,,
CZE00086,,CZPVL_9214,Czechia,River station,PYSKOCELY,,,ELBE,,287,TREND,NaT,European Environment Agency,49.88255,14.85983,,,,,,,,,,,
CZE00085,,CZPVL_9207,Czechia,River station,VLASENICE,,,ELBE,,532,TREND,NaT,European Environment Agency,49.4189,15.16842,,,,,,,,,,,
CZE00084,,CZPVL_6900,Czechia,River station,PELHRIMOV POD PORIC DVUR,,,ELBE,,473,TREND,NaT,European Environment Agency,49.46258,15.23711,,,,,,,,,,,
CZE00083,,CZPVL_5600,Czechia,River station,KLETECNA MILOTICE,,,ELBE,,467,TREND,NaT,European Environment Agency,49.49985,15.28206,,,,,,,,,,,
CZE00082,,CZPVL_5049,Czechia,River station,NABDIN,,,ELBE,,197,TREND,NaT,European Environment Agency,50.27917,14.20173,,,,,,,,,,,
CZE00081,,CZPVL_5032,Czechia,River station,TYNEC N SAZAVOU,,,ELBE,,293,TREND,NaT,European Environment Agency,49.82879,14.5871,,,,,,,,,,,
BDI00006,,11044,Burundi,River station,Nyabaha - Mubuga,,,NILE,,1481,IMPACT,NaT,,-3.3906,30.0514,,,,,,,,,,,
BDI00005,,11042,Burundi,River station,Ruvyironza - Kibaya,,,NILE,,1504,IMPACT,NaT,,-3.3172,29.9167,,,,,,,,,,,
BDI00004,,11040,Burundi,River station,Ruvyironza - Muyange,,,NILE,,1578,IMPACT,NaT,,-3.5125,29.8483,,,,,,,,,,,
BDI00003,,11039,Burundi,River station,Ndurumu - Shombo,,,NILE,,1512,IMPACT,NaT,,-3.2097,30.0458,,,,,,,,,,,
BDI00002,,11031,Burundi,River station,Ruvubu - MUYINGA,,,NILE,,1355,IMPACT,NaT,,-2.9844,30.4729,,,,,,,,,,,
KEN00061,,,Kenya,River station,Awach Kano,,,NILE,,1152,IMPACT,NaT,,-0.23398,34.95709,,,,,,,,,,,
KEN00060,,,Kenya,River station,Kedowa River,,,NILE,,2121,IMPACT,NaT,,-0.23426,35.54472,,,,,,,,,,,
KEN00059,,,Kenya,Lake station,BRIDGE ISLAND,,,NILE,,1134,IMPACT,NaT,,-0.35106,34.11435,,,,,,,,,,,
KEN00058,,KP3,Kenya,Lake station,KP3,,,NILE,,1134,IMPACT,NaT,,-0.90612,34.06543,,,,,,,,,,,
KEN00057,,KL6,Kenya,Lake station,KL6,,,NILE,,1133,IMPACT,NaT,,-0.011867,33.97638,,,,,,,,,,,
JPN00022,080022,,Japan,River station,Shimanto River - Gudo,Middle of Shimanto River bridge in Nakamura City,,,1812,10,TREND,1961-01-01,National Institute for Environmental Studies - Center for Global Environment Research,32.98527778,132.9283333,45,120,,,,,,,,,
JPN00021,080021,,Japan,River station,Yoshino River - at Takase,2.7 km from intake of Tokushima City waterworks,,,3215,4.6,TREND,1992-09-01,National Institute for Environmental Studies - Center for Global Environment Research,34.09805556,134.4261111,137,55,,,,,,,,,
JPN00020,080020,,Japan,Lake station,Lake Biwa - South Center,"Center of south basin, 2 km off Karasaki",,YODO,,85.6,TREND,1971-04-01,National Institute for Environmental Studies - Center for Global Environment Research,35.04111111,135.8961111,,,12,670.5,27.5,5.5,,,,,
JPN00019,080019,,Japan,Lake station,Lake Biwa - North Center,"Center of north basin, 2 km off Chikubu-Shima",,YODO,,85.6,TREND,1971-04-01,National Institute for Environmental Studies - Center for Global Environment Research,35.39166667,136.1352778,,,103.6,670.5,27.5,5.5,,,,,
JPN00011,080011,,Japan,River station,Kiso River - at Asahi,"21 km northwest of Nagoya, 30 km upstram from mouth",,KISO,4956,3.5,IMPACT,1942-01-01,National Institute for Environmental Studies - Center for Global Environment Research,35.27944444,136.7186111,522,378,,,,,,,,,
CZE00055,,CZPLA_25,Czechia,River station,PRISOVICE,,,ELBE,,242,TREND,NaT,European Environment Agency,50.57129,15.06074,,,,,,,,,,,
JPN00010,080010,,Japan,River station,Kiso River - at Inuyama,"25 km north of Nagoya, 60 km upstream from mouth",,KISO,4684,36.5,IMPACT,1933-01-01,National Institute for Environmental Studies - Center for Global Environment Research,35.395,136.9636111,127,398,,,,,,,,,
CZE00054,,CZPLA_24,Czechia,River station,SPALOV,,,ELBE,,321,TREND,NaT,European Environment Agency,50.63419,15.30005,,,,,,,,,,,
JPN00016,080016,,Japan,Lake station,Lake Mashu - Deepest Point,"Deepest point, 212M in depth, 1 km from island of central volcanic cone. NIES - GEMS/Water Japan",,,,351,BASELINE,1981-06-27,National Institute for Environmental Studies - Center for Global Environment Research,43.58777778,144.5308333,,,212.2,19.6,2.9,84,,,,,
JPN00014,080014,,Japan,River station,Ohta River - at Hesaka,"9.2 km upstream from mouth, 2.4 km downstream from gauging station",,,1523,5.6,IMPACT,1958-06-08,National Institute for Environmental Studies - Center for Global Environment Research,34.43694444,132.4905556,120,43,,,,,,,,,
JPN00013,080013,,Japan,River station,Yodo River - at Hirakata Bridge,"26 km upstream from mouthat center of flow, same as gauging station",,YODO,7280,6.9,IMPACT,1929-01-01,National Institute for Environmental Studies - Center for Global Environment Research,34.8,135.6327778,140,295,,,,,,,,,
JPN00015,080015,,Japan,River station,Shinano River - at Kyuzogoya,"6 km southwest by south of Niigata, 11 km upstream from mouth",,,11670,0.8,FLUX,1969-06-21,National Institute for Environmental Studies - Center for Global Environment Research,37.86666667,139.0333333,150,282,,,,,,,,,
NLD00257,,NL12_440020,Netherlands (the),Lake station,WATERRIJK POLDER WESTZAAN,,,,,0,TREND,NaT,European Environment Agency,52.4365,4.8216,,,,,,,,,,,
NLD00256,,NL12_438006,Netherlands (the),Lake station,WATERRIJK KROMMENIEER WOUDPOLDER,,,,,-2,TREND,NaT,European Environment Agency,52.5246,4.7633,,,,,,,,,,,
NLD00255,,NL12_429005,Netherlands (the),Lake station,WATERDELEN CASTRICUMMERPOLDER,,,,,0,TREND,NaT,European Environment Agency,52.5362,4.7146,,,,,,,,,,,
NLD00254,,NL12_423002,Netherlands (the),Lake station,WATERDELEN GROOT LIMMERPOLDER,,,,,-1,TREND,NaT,European Environment Agency,52.5506,4.7268,,,,,,,,,,,
NLD00253,,NL12_417007,Netherlands (the),Lake station,WATERDELEN OOSTERZIJPOLDER,,,,,-1,TREND,NaT,European Environment Agency,52.6069,4.7595,,,,,,,,,,,
NLD00252,,NL12_411001,Netherlands (the),Lake station,WATERDELEN POLDERS EGMONDERMEER,,,,,-2,TREND,NaT,European Environment Agency,52.6414,4.7003,,,,,,,,,,,
NLD00251,,NL12_406001,Netherlands (the),Lake station,WATERDELEN VERENIGDE POLDERS,,,,,-1,TREND,NaT,European Environment Agency,52.6797,4.7355,,,,,,,,,,,
NLD00250,,NL12_380103,Netherlands (the),Lake station,WATERRIJK POLDER OOSTERDEL,,,,,1,TREND,NaT,European Environment Agency,52.6856,4.8119,,,,,,,,,,,
NLD00249,,NL12_315014,Netherlands (the),Lake station,WATERDELEN POLDER HEERHUGOWAARD,,,,,-2,TREND,NaT,European Environment Agency,52.6562,4.8378,,,,,,,,,,,
NLD00248,,NL12_280201,Netherlands (the),Lake station,WATERDELEN ANNA PAULOWNAPOLDER LAAG,,,,,-3,TREND,NaT,European Environment Agency,52.8621,4.8378,,,,,,,,,,,
NLD00247,,NL12_280113,Netherlands (the),Lake station,WATERDELEN ANNA PAULOWNAPOLDER HOOG,,,,,-2,TREND,NaT,European Environment Agency,52.8864,4.8707,,,,,,,,,,,
NLD00246,,NL12_204002,Netherlands (the),Lake station,WATERDELEN DUINGEBIED NOORD NHN,,,,,3,TREND,NaT,European Environment Agency,52.8235,4.7042,,,,,,,,,,,
NLD00245,,NL12_171202,Netherlands (the),Lake station,WATERDELEN AMSTELMEERBOEZEM,,,,,1,TREND,NaT,European Environment Agency,52.9325,4.7928,,,,,,,,,,,
NLD00244,,NL12_158202,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM ZUID,,,,,2,TREND,NaT,European Environment Agency,52.4406,4.8245,,,,,,,,,,,
NLD00243,,NL12_135802,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM NOORD,,,,,3,TREND,NaT,European Environment Agency,52.9458,4.788,,,,,,,,,,,
NLD00242,,NL12_135302,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM NOORD,,,,,1,TREND,NaT,European Environment Agency,52.7865,4.7076,,,,,,,,,,,
NLD00241,,NL12_135201,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM NOORD,,,,,0,TREND,NaT,European Environment Agency,52.7078,4.7163,,,,,,,,,,,
NLD00240,,NL12_135105,Netherlands (the),Lake station,GEESTMERAMBACHT,,,,,0,TREND,NaT,European Environment Agency,52.6912,4.7687,,,,,,,,,,,
NLD00239,,NL12_104303,Netherlands (the),Lake station,WATERDELEN SCHERMERBOEZEM ZUID,,,,,-2,TREND,NaT,European Environment Agency,52.5485,4.9757,,,,,,,,,,,
NLD00238,,NL12_071006,Netherlands (the),Lake station,AMSTELMEER,,,,,-1,TREND,NaT,European Environment Agency,52.8747,4.9238,,,,,,,,,,,
NLD00101,,NL36_OWM_001M,Netherlands (the),Lake station,OWM_001M,,,VECHT,,,TREND,2009-01-01,,52.7353,6.72019,,,,0.39,,,,,,,
NLD00217,,NL11_AMSTELLANDBOEZEM,Netherlands (the),Lake station,AMSTELLANDBOEZEM,,,,,0,TREND,NaT,European Environment Agency,52.2315,4.8312,,,,,,,,,,,
NLD00100,,NL15_OW907-010,Netherlands (the),Lake station,OW907-010,,,,,,TREND,2009-01-01,,52.04656,4.20018,,,,0.11,,,,,,,
NLD00099,,NL15_OW221A013,Netherlands (the),Lake station,OW221A013,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.98718,4.39351,,,,0.01,,,,,,,
NLD00216,,NL07_ZWA01,Netherlands (the),Lake station,WIJDEWETERING ZEVENAARSEWETERING,,,VECHT,,9,TREND,NaT,European Environment Agency,51.9931,6.0722,,,,,,,,,,,
NLD00098,,NL15_OW202-000,Netherlands (the),Lake station,OW202-000,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.97672,4.43033,,,,0.02,,,,,,,
NLD00215,,NL07_ZOB03,Netherlands (the),River station,ZODDEBEEK,,,VECHT,,34,TREND,NaT,European Environment Agency,52.1426,6.7937,,,,,,,,,,,
NLD00214,,NL07_WLB00,Netherlands (the),River station,RATUMSEBEEK WILLINKBEEK,,,VECHT,,46,TREND,NaT,European Environment Agency,51.9637,6.8051,,,,,,,,,,,
NLD00213,,NL07_WAW01,Netherlands (the),Lake station,WAALSE WATER,,,VECHT,,11,TREND,NaT,European Environment Agency,51.9237,6.2904,,,,,,,,,,,
NLD00103,,NL36_OWM_004M,Netherlands (the),River station,OWM_004M,,,VECHT,,,TREND,2009-01-01,,52.67203,6.79841,,,,,,,,,,,
NLD00212,,NL07_VEG02,Netherlands (the),Lake station,VEENGOOT,,,VECHT,,11,TREND,NaT,European Environment Agency,52.0943,6.2753,,,,,,,,,,,
NLD00102,,NL36_OWM_002M,Netherlands (the),River station,OWM_002M,,,VECHT,,,TREND,2009-01-01,,52.65169,6.77781,,,,,,,,,,,
NLD00211,,NL07_VAL01,Netherlands (the),River station,VIERAKKERSELAAK,,,VECHT,,6,TREND,NaT,European Environment Agency,52.1145,6.2174,,,,,,,,,,,
NLD00332,,NL33_6617,Netherlands (the),Lake station,OLDAMBTMEER,,,EMS,,-1,TREND,NaT,European Environment Agency,53.1711,7.0293,,,,,,,,,,,
NLD00333,,NL33_7101,Netherlands (the),Lake station,KANAAL FIEMEL,,,EMS,,-3,TREND,NaT,European Environment Agency,53.2995,7.0735,,,,,,,,,,,
NLD00334,,NL33_7208,Netherlands (the),Lake station,KANAAL FIEMEL,,,EMS,,-3,TREND,NaT,European Environment Agency,53.2636,7.0576,,,,,,,,,,,
NLD00335,,NL34_1309,Netherlands (the),Lake station,NO KUSTPOLDERS,,,EMS,,1,TREND,NaT,European Environment Agency,53.4307,6.865,,,,,,,,,,,
NLD00336,,NL34_2120,Netherlands (the),River station,REITDIEP KOMMERZIJL,,,,,-2,TREND,NaT,European Environment Agency,53.3372,6.2973,,,,,,,,,,,
NLD00337,,NL34_2230,Netherlands (the),Lake station,LAUWERSMEER,,,,,-1,TREND,NaT,European Environment Agency,53.3754,6.1646,,,,,,,,,,,
NLD00328,,NL33_5101,Netherlands (the),Lake station,KANALEN DUURSWOLD,,,EMS,,-1,TREND,NaT,European Environment Agency,53.319,6.9269,,,,,,,,,,,
NLD00329,,NL33_5253,Netherlands (the),Lake station,SCHILDMEER,,,EMS,,-1,TREND,NaT,European Environment Agency,53.2717,6.8262,,,,,,,,,,,
NLD00330,,NL33_6103,Netherlands (the),Lake station,KANALEN OLDAMBT,,,EMS,,-3,TREND,NaT,European Environment Agency,53.286,7.0147,,,,,,,,,,,
NLD00331,,NL33_6222,Netherlands (the),Lake station,HONDSHALSTERMEER,,,EMS,,-4,TREND,NaT,European Environment Agency,53.2568,6.9539,,,,,,,,,,,
NLD00210,,NL07_SBK90,Netherlands (the),River station,SCHIPBEEK,,,VECHT,,7,TREND,NaT,European Environment Agency,52.2387,6.2334,,,,,,,,,,,
NLD00209,,NL07_RTB01,Netherlands (the),River station,RATUMSEBEEK WILLINKBEEK,,,VECHT,,32,TREND,NaT,European Environment Agency,51.9866,6.7117,,,,,,,,,,,
NLD00208,,NL07_RMB03,Netherlands (the),River station,RAMSBEEK,,,VECHT,,26,TREND,NaT,European Environment Agency,52.0866,6.6924,,,,,,,,,,,
NLD00097,,NL15_OW111-000,Netherlands (the),Lake station,OW111-000,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.95086,4.32649,,,,0.01,,,,,,,
NLD00096,,NL15_OW062-008,Netherlands (the),Lake station,OW062-008,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.93946,4.41955,,,,0.16,,,,,,,
NLD00095,,NL15_OW062-002,Netherlands (the),Lake station,OW062-002,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.99179,4.37087,,,,0.16,,,,,,,
NLD00094,,NL15_OW058-001,Netherlands (the),Lake station,OW058-001,,,,,,TREND,2009-01-01,,52.02337,4.16415,,,,0.25,,,,,,,
NLD00207,,NL07_OWV01,Netherlands (the),River station,OOSTERWIJKSEVLOED,,,VECHT,,14,TREND,NaT,European Environment Agency,52.0784,6.2411,,,,,,,,,,,
NLD00112,,NL36_OWM_014M,Netherlands (the),River station,OWM_014M,,,VECHT,,,TREND,2009-01-01,,52.6116,6.73889,,,,,,,,,,,
NLD00206,,NL07_OUS02,Netherlands (the),River station,OUDE SCHIPBEEK GROTEBOERSWTG,,,VECHT,,9,TREND,NaT,European Environment Agency,52.2538,6.336,,,,,,,,,,,
NLD00111,,NL36_OWM_013M,Netherlands (the),Lake station,OWM_013M,,,VECHT,,,TREND,2009-01-01,,52.59814,6.72076,,,,0.01,,,,,,,
NLD00205,,NL07_OIJ00,Netherlands (the),River station,OUDE IJSSEL,,,VECHT,,14,TREND,NaT,European Environment Agency,51.8651,6.3899,,,,,,,,,,,
NLD00110,,NL36_OWM_012M,Netherlands (the),River station,OWM_012M,,,VECHT,,,TREND,2009-01-01,,52.57858,6.66897,,,,,,,,,,,
NLD00204,,NL07_ODR01,Netherlands (the),Lake station,OUDE RIJN,,,RHINE-MEUSE,,10,TREND,NaT,European Environment Agency,51.9099,6.0364,,,,,,,,,,,
NLD00109,,NL36_OWM_011M,Netherlands (the),River station,OWM_011M,,,VECHT,,,TREND,2009-01-01,,52.5512,6.62276,,,,,,,,,,,
NLD00203,,NL07_MEB01,Netherlands (the),Lake station,MEIBEEK NIEUWE WATERLEIDING,,,VECHT,,16,TREND,NaT,European Environment Agency,52.0906,6.4889,,,,,,,,,,,
NLD00202,,NL07_LEB01,Netherlands (the),River station,LEERINKBEEK,,,VECHT,,15,TREND,NaT,European Environment Agency,52.1087,6.5341,,,,,,,,,,,
NLD00201,,NL07_KEB02,Netherlands (the),River station,KEIZERSBEEK,,,VECHT,,13,TREND,NaT,European Environment Agency,51.8799,6.4117,,,,,,,,,,,
NLD00200,,NL07_KEB01,Netherlands (the),River station,KEIZERSBEEK,,,VECHT,,20,TREND,NaT,European Environment Agency,51.9116,6.5304,,,,,,,,,,,
NLD00113,,NL36_OWM_015M,Netherlands (the),Lake station,OWM_015M,,,VECHT,,,TREND,2009-01-01,,52.53143,6.63989,,,,0.02,,,,,,,
NLD00321,,NL33_2103,Netherlands (the),River station,DRENTSCHE AA,,,,,0,TREND,NaT,European Environment Agency,53.1057,6.6345,,,,,,,,,,,
NLD00322,,NL33_3101,Netherlands (the),Lake station,KANALEN HUNZE EN VEENKOLONIEN,,,EMS,,3,TREND,NaT,European Environment Agency,52.9668,7.0069,,,,,,,,,,,
NLD00323,,NL33_3211,Netherlands (the),Lake station,KANALEN HUNZE EN VEENKOLONIEN,,,EMS,,0,TREND,NaT,European Environment Agency,53.0852,6.8995,,,,,,,,,,,
NLD00324,,NL33_4101,Netherlands (the),River station,HUNZE,,,EMS,,0,TREND,NaT,European Environment Agency,53.1104,6.71,,,,,,,,,,,
NLD00325,,NL33_4102,Netherlands (the),Lake station,EEMSKANAAL  EN  WINSCHOTERDIEP,,,EMS,,0,TREND,NaT,European Environment Agency,53.3205,6.9164,,,,,,,,,,,
NLD00326,,NL33_4604,Netherlands (the),Lake station,ZUIDLAARDERMEER,,,EMS,,-1,TREND,NaT,European Environment Agency,53.1277,6.6915,,,,,,,,,,,
NLD00327,,NL33_4628,Netherlands (the),Lake station,EEMSKANAAL  EN  WINSCHOTERDIEP,,,EMS,,-2,TREND,NaT,European Environment Agency,53.3113,6.8843,,,,,,,,,,,
NLD00318,,NL33_1106,Netherlands (the),River station,WESTERWOLDSE AA ZUID  EN  RUITEN AA  EN  RUNDE,,,EMS,,-1,TREND,NaT,European Environment Agency,53.0887,7.0762,,,,,,,,,,,
NLD00319,,NL33_1295,Netherlands (the),River station,MUSSEL AA  EN  PAGEDIEP,,,EMS,,1,TREND,NaT,European Environment Agency,53.027,7.0459,,,,,,,,,,,
NLD00320,,NL33_2102,Netherlands (the),Lake station,NOORD WILLEMSKANAAL,,,,,1,TREND,NaT,European Environment Agency,53.2076,6.5614,,,,,,,,,,,
NLD00199,,NL07_GRS20,Netherlands (the),River station,GROENLOSE SLINGE,,,VECHT,,17,TREND,NaT,European Environment Agency,52.1198,6.4934,,,,,,,,,,,
NLD00104,,NL36_OWM_005M,Netherlands (the),River station,OWM_005M,,,VECHT,,,TREND,2009-01-01,,52.73079,6.79971,,,,,,,,,,,
NLD00198,,NL07_GRK11,Netherlands (the),Lake station,GRENSKANAAL,,,RHINE-MEUSE,,13,TREND,NaT,European Environment Agency,51.8691,6.2272,,,,,,,,,,,
